Date,AXP,AAPL,CAT,BA,CSCO,CVX,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
5/4/11,2148,14033,1271,2757,2526,1315,1261,2327,3581,3459,1295,5076,3864,1833,11044,3336,8633,1030,724,15426,7026,1921,2795,256,511,482,1759,1297,6715,6392
5/5/11,2100,13302,1229,2813,2574,1414,1238,2517,3618,3473,1164,5105,4843,1777,10453,3026,8553,994,759,14850,6742,1622,2652,271,506,602,1785,1194,7422,6292
5/6/11,2094,13102,1137,2723,2811,1224,1110,2302,3337,3296,1198,4485,3813,1474,10224,2743,7590,927,672,15989,5918,1459,2340,275,456,510,1594,1107,6298,6283
5/7/11,1391,8774,867,2189,1564,858,809,1403,2358,2254,903,3397,2838,1117,9288,1896,6007,672,405,12397,5772,964,1874,132,250,297,1210,793,4510,5354
5/8/11,1406,9898,952,2179,1552,897,848,1635,2479,2431,986,3507,2593,1139,12705,2011,6792,714,484,12605,5097,1076,2041,144,259,345,1404,816,5173,5803
5/9/11,2231,17152,1284,2753,2694,1217,1273,2277,3954,3443,1420,5829,6005,1727,14183,3158,10126,1109,886,15346,7329,1724,3161,238,517,506,1958,1312,7181,6748
5/10/11,2155,16939,1309,2658,2953,1322,1266,2463,3947,3388,2050,5584,4462,1908,12450,3049,10933,1157,756,21790,7061,1632,2909,312,519,519,2080,1329,7539,6644
5/11/11,2262,15730,1209,2691,3227,1379,1286,2470,3773,3545,1441,5851,4570,1816,11685,3115,11545,1130,785,26033,6867,1517,2977,384,563,476,2048,1450,6926,6713
5/12/11,2048,14250,1329,2598,3927,1554,1337,2797,3649,3977,1404,5391,3934,1784,11168,3075,9608,1158,831,21921,6759,1632,2764,266,516,491,2050,1255,6550,6273
5/13/11,1979,12363,1129,2500,2766,1384,1054,2386,3184,3104,1144,4680,3847,1471,12218,2632,8176,943,678,17982,6045,1421,2434,255,416,420,1833,1112,6527,5912
5/14/11,1628,8908,829,1803,1877,844,788,1663,2150,2249,1006,6070,2616,1034,7597,2005,6065,614,468,14288,4083,1133,1840,135,258,336,1116,836,4958,5507
5/15/11,1612,11532,923,2037,1746,981,959,1740,2381,2495,1065,3735,2694,1195,8824,2103,8361,659,488,13457,4981,1350,2013,146,282,291,1439,930,5152,6024
5/16/11,2222,14027,1182,2648,2544,1253,1407,2217,3557,3508,1427,5020,3288,1744,10469,3005,9852,1062,786,15761,6831,1609,2916,290,447,423,1918,1205,6711,6830
5/17/11,2445,14107,1373,2685,2606,1179,1289,2045,3602,3858,1543,5156,3404,1633,10479,3218,9425,1015,795,15839,6536,1525,2650,279,508,455,1877,1230,6990,6592
5/18/11,2201,14515,1255,2919,2666,1207,1211,2058,3504,3396,1404,5280,3655,1731,10086,3043,11356,1025,747,16328,6618,1425,2693,262,535,463,1785,1285,7676,7168
5/19/11,2614,13396,1182,2655,2500,1123,1419,1945,3443,3627,1193,5513,3534,1624,10111,3551,10445,1049,826,15210,6409,1481,2523,286,535,475,1710,1130,6598,6037
5/20/11,2334,12175,1043,2472,2103,1007,1182,1725,2986,3426,1139,5188,3175,1582,9476,3042,8464,904,731,14349,5928,1368,2524,239,431,408,1625,1105,5394,6130
5/21/11,1584,8906,794,9297,1462,737,745,1230,2153,2044,954,4228,2550,980,6616,1887,5962,654,450,12588,3868,962,1752,141,292,319,1044,760,4067,5462
5/22/11,1446,9991,901,5596,1500,828,853,1411,2517,2401,1062,4576,3134,1086,7974,2001,6861,691,546,12792,4361,1033,1959,108,255,319,1063,853,5006,6150
5/23/11,2129,13328,1259,5460,2414,1051,1235,1986,3199,2959,1419,6082,3247,1560,9851,2801,8619,1028,734,15053,6226,1423,2598,221,497,524,1580,1119,6568,6956
5/24/11,2338,13229,1226,4534,2691,1134,1192,1971,3910,5286,1317,6692,3422,1639,9872,3733,8547,1048,797,15338,6437,1560,2637,285,513,629,1604,1120,6662,6387
5/25/11,2303,13200,1242,4699,2668,1309,1193,1964,3801,4513,1339,6642,3180,1501,9835,3574,8156,963,737,15615,6554,1567,2676,245,529,502,1678,1188,6593,6256
5/26/11,2093,12154,1128,3362,2454,1185,1202,1833,3587,4056,1460,6398,3218,1557,8958,3350,7939,949,755,15840,6208,1373,2400,280,530,454,1580,1214,6225,6138
5/27/11,1853,10917,1046,2603,2114,945,1081,1582,3156,3261,1152,5459,2929,1392,7782,2814,6412,834,628,14679,5121,1375,2156,259,471,400,1426,1153,5693,5888
5/28/11,1353,8149,752,1829,1391,655,709,1255,2293,2368,967,3996,2311,986,5858,1951,5505,584,391,12429,3896,911,1586,109,254,266,1206,891,4448,5268
5/29/11,1696,9041,767,2459,1356,842,817,1284,2729,3635,1086,4275,2438,1183,7523,2445,5991,629,433,12617,4424,1094,1817,104,207,335,1128,805,5564,5539
5/30/11,2128,10595,1033,2283,2049,1008,1023,1635,3127,3471,1104,7136,3060,1348,8266,2454,7022,890,670,13878,5278,1266,2294,165,271,406,1141,1177,7010,6503
5/31/11,3061,12073,1213,2826,2286,1112,1149,1742,3387,4047,1336,6501,3445,1584,9649,3137,7332,904,712,14459,5775,1470,2483,261,489,432,1516,1390,7516,6357
6/1/11,2512,14248,1173,2707,2953,1168,1181,1870,3622,5011,1339,6786,3375,1526,9773,3427,7446,950,738,15262,5587,1388,2406,311,505,497,1625,1291,7891,6484
6/2/11,2506,12119,1082,2430,3183,1224,1253,1841,3560,5002,1418,6379,3060,1574,9261,3217,7066,1005,765,14886,6176,1354,3157,288,535,460,1607,1305,7150,6158
6/3/11,1995,10560,979,2318,3089,1656,965,1567,2961,4135,1528,6139,2809,1392,7733,3077,6067,858,713,14053,5944,1340,2449,272,500,404,1457,1107,5946,5837
6/4/11,1556,8279,787,2046,2434,943,740,1151,2508,3230,1229,3509,2326,1015,6137,2345,5130,559,435,12887,4152,969,1640,138,242,255,982,776,5000,6101
6/5/11,1390,9588,854,2234,2464,904,821,1297,2504,2889,1009,3655,2490,1085,7610,2020,5906,605,451,13942,5303,1095,1934,146,249,296,981,1070,5199,6130
6/6/11,2112,15202,1288,2574,3744,1103,1095,1756,3288,3498,1246,4968,2884,1570,8573,2845,7174,977,754,15065,6136,1503,2477,303,454,425,1524,1298,6245,6274
6/7/11,2099,16265,1151,2687,4177,1104,1081,1731,3335,3740,1315,5494,3141,1585,8424,2930,7064,921,827,16141,5383,1543,2475,315,496,485,1677,1192,6318,6179
6/8/11,1958,17142,1201,2509,3538,1099,1151,1966,3260,3460,1323,5432,3421,1603,8573,3037,8512,1002,797,16794,5741,1575,2457,267,480,476,1571,1221,6232,5656
6/9/11,2007,16698,1168,2543,2679,1182,1132,2207,3418,3282,1382,5727,3131,1477,8363,3005,7145,919,732,16413,5376,1612,2483,267,470,449,1513,1205,6167,5624
6/10/11,1953,13966,1098,2371,2273,1080,997,1722,3081,3366,1338,6611,3070,1340,7495,2927,6383,985,617,15275,5052,1408,2181,292,452,408,1468,1146,5625,5146
6/11/11,1389,9825,890,2071,1640,774,718,1309,2386,2665,1061,4930,2367,966,6265,1929,5361,612,422,13091,3766,992,1648,185,220,259,1154,808,4772,4949
6/12/11,1354,10304,764,2064,1776,881,862,1398,2744,2786,1067,5322,2613,1067,6666,2077,5781,618,395,10858,4180,1113,1821,150,210,287,1106,766,4954,5413
6/13/11,1887,12995,1155,2775,2474,1053,1163,1753,3200,3417,1796,35173,2971,1440,7900,2902,7404,904,719,16110,5393,1543,2407,294,439,407,1606,1177,5988,5859
6/14/11,2252,13051,1187,2980,2722,1040,1149,1728,3626,3397,1191,38523,2973,1559,7982,3137,7314,1058,776,15772,5482,1472,2524,301,457,478,1713,1246,5819,5362
6/15/11,2118,12409,1174,3130,2670,1093,1168,1814,3565,3553,1333,8528,3285,1642,7911,3297,6834,997,801,15862,5267,1567,2427,346,536,534,1586,1405,6090,5533
6/16/11,2221,12419,1127,2655,2648,1020,1140,1766,3532,3464,1337,19697,3332,1558,7669,2987,6944,1075,759,14776,5094,1464,2268,271,541,535,1529,1135,6195,5659
6/17/11,2177,11255,1154,2623,2378,984,1241,1591,3018,3177,1324,11851,3150,1372,6658,3003,6567,902,693,8947,4998,1354,2255,323,578,440,1394,1120,5504,5138
6/18/11,1446,8955,856,2182,1476,722,999,1145,2194,2207,1016,5693,2362,905,5612,1867,5383,667,394,12624,3736,983,1630,154,232,286,978,800,4675,4939
6/19/11,1556,9521,935,2992,1567,731,980,1266,2641,2558,1067,5257,2577,1049,6661,1997,5907,623,431,12690,4230,1002,1815,159,260,326,992,970,4905,5299
6/20/11,2452,12017,1413,4854,2625,1083,1224,1763,3716,3642,1432,6868,3282,1540,7773,3151,6861,977,762,15295,5416,1455,2477,302,519,616,1513,1211,8070,6131
6/21/11,2456,12131,1342,4682,2973,1056,1937,1746,3644,3691,1400,6657,3304,1588,8052,3556,6947,981,838,15443,5217,1533,2548,316,593,608,1560,1302,7906,5778
6/22/11,2375,12164,1342,3647,2578,1064,1329,1727,3542,3669,1289,6128,3277,1828,7674,3330,6780,1012,781,14345,5184,1498,2476,360,518,602,1613,1303,6610,5887
6/23/11,2379,11741,1294,4180,2618,1128,1238,1673,3251,3597,1199,5656,3338,2061,7670,3003,6465,1028,809,40475,5122,1546,2409,297,595,537,1551,1319,5986,5575
6/24/11,2180,10795,1194,3447,2321,1064,1147,1557,3119,3345,1274,5089,3066,1329,6740,2631,7537,864,674,13933,5135,1305,2167,294,519,495,1398,1166,4956,5232
6/25/11,1392,8093,803,2586,1437,619,764,1104,2461,2966,978,3695,2312,931,6460,2017,4970,722,382,12671,4391,855,1655,164,221,327,1008,807,4359,4953
6/26/11,1445,8615,854,2448,1543,732,809,1207,2291,3050,1143,3643,2390,1019,6832,1898,5763,625,433,12329,4410,1061,1764,220,232,292,1233,791,4633,5123
6/27/11,2229,11237,1352,2709,2752,1093,6701,1897,3223,3709,1421,5264,3265,1537,8248,3165,6703,944,806,14076,5721,1499,2476,363,505,430,1584,1318,5904,6074
6/28/11,2311,10946,1140,2591,2735,1115,1232,1769,3576,4087,1412,5122,3207,1459,8362,3555,6628,1009,759,14215,5519,1644,2648,362,553,485,1555,1460,6600,6008
6/29/11,2226,10526,1301,2572,2580,1028,1089,1801,3080,3662,1310,5168,3091,1560,8385,3772,6287,932,740,14139,5293,1610,2519,324,554,489,1546,1468,6786,5600
6/30/11,2201,10161,1276,2536,2544,960,1041,1712,3127,3582,1200,5559,3143,1387,8512,3533,6191,878,711,13924,4625,1405,2325,317,457,469,1469,1250,6167,5248
7/1/11,1826,9679,1092,2204,2149,978,932,1502,2748,3176,1024,4920,2797,1137,6562,3101,6297,773,611,13862,4796,1150,1942,235,420,449,1333,1014,5367,5306
7/2/11,1366,8341,749,1713,1670,673,699,1140,1943,2110,889,3278,2278,881,5333,1838,4948,624,383,11929,4101,896,1412,165,198,210,960,921,4622,4595
7/3/11,1267,8512,867,2028,1524,703,856,1725,2035,2313,872,3551,2271,842,5908,1861,5424,568,403,11915,4506,855,1647,129,213,260,865,891,4359,4988
7/4/11,1697,10094,979,2424,2023,880,1199,1830,2891,2597,1106,4885,2755,1144,7181,2439,6427,785,645,13157,5156,1122,2145,188,237,367,1050,1162,5124,5244
7/5/11,2100,9974,1143,2559,2560,1131,1556,2014,3229,3161,1233,5277,3060,1442,7026,3200,6496,927,772,13414,4872,1471,2481,244,428,442,1423,1258,5528,5600
7/6/11,2128,10531,1257,2750,2634,1043,1262,2131,3276,3365,1393,5219,3107,1500,7189,3653,6635,987,800,13862,5088,1473,2669,287,513,481,1682,1397,5964,5845
7/7/11,2167,11073,1166,2582,2841,994,1096,1973,3693,3363,1200,5554,3131,1433,7404,3455,6354,959,849,14099,4838,1499,2646,293,558,503,1633,1377,5605,6417
7/8/11,2072,10017,1279,2660,2510,953,1099,1852,3104,3211,1285,5472,2940,1398,6618,3623,6069,849,680,14043,4487,1345,3768,286,481,519,1540,1329,5999,6207
7/9/11,1576,8451,834,2219,1550,707,723,1360,2338,2204,908,3796,2299,984,6269,2093,5204,562,462,11850,3698,975,1686,171,289,309,1050,1010,4661,5605
7/10/11,1546,8286,905,2099,1734,864,820,1408,2251,2335,1001,3698,2484,981,6106,2207,5791,559,494,11925,4141,958,1773,115,260,262,1076,1034,4670,5630
7/11/11,2489,10583,1263,2433,2769,1104,1222,1809,3196,3228,1185,5118,2929,1528,7617,3434,6458,924,800,13628,5085,1529,2997,306,439,476,1432,1252,6116,6347
7/12/11,2403,10802,1301,2540,4583,1150,1165,1940,3456,3264,1263,5352,3154,1548,7701,3631,6792,961,793,13779,4888,1527,2548,333,571,496,1622,1375,6278,6715
7/13/11,2087,10191,1154,2537,3351,1098,1138,1705,3237,3078,1237,4955,2988,1381,6774,3415,6213,894,716,13463,4773,1372,2305,288,491,450,1433,1335,5811,6039
7/14/11,2170,10617,1205,2707,2873,1173,1168,1919,3244,3396,1231,5036,3188,1474,7005,4033,6435,969,749,14024,5067,1596,2366,297,494,496,1427,1393,5831,6345
7/15/11,1932,9752,1235,2841,2377,1052,1110,1735,3090,3093,1229,4743,2942,1258,6766,3438,5878,932,699,13701,4551,1421,2188,269,429,425,1473,1194,5502,6230
7/16/11,1440,8199,843,2024,1561,772,719,1249,2219,2242,1071,3546,2435,941,5828,2274,5129,662,464,12272,3821,946,1682,140,253,265,990,915,4604,5744
7/17/11,1508,9527,885,1982,1672,813,781,1305,2256,2544,1230,3969,2527,1005,6073,2235,5497,634,498,12457,4237,978,1784,136,234,305,1119,865,5147,5953
7/18/11,2345,11773,1188,2590,3442,1128,1147,1737,3275,3367,1436,6060,3889,1598,7457,3469,6490,970,768,13791,5183,1569,2506,310,543,483,1675,1282,6345,6723
7/19/11,2568,13128,1374,2495,5376,1013,1279,2068,3607,5009,1506,6773,3387,1753,7686,3825,6705,1039,887,14366,4908,1568,2553,317,654,512,1708,1357,6372,7621
7/20/11,2550,16513,1291,3633,3397,1268,1182,2430,3749,4687,1508,5835,3522,1595,7344,3536,6865,893,778,15352,4737,1562,2663,303,555,580,1678,1336,6619,6877
7/21/11,2489,14393,1292,3270,3319,1087,1177,2664,3519,3722,1597,5229,4013,1529,7135,3298,6754,981,844,16981,4542,1520,2509,341,579,604,1734,1292,6142,5871
7/22/11,1978,12922,1750,2498,2842,922,1048,2252,3609,3355,1493,5256,3383,1370,6645,2964,6650,878,728,15683,4290,1315,2161,275,505,513,1931,1088,6198,5917
7/23/11,1436,10141,1270,1964,1777,860,766,1434,2453,2201,1147,3656,2543,942,5484,2025,7450,594,465,12379,3547,919,1631,160,276,319,1271,824,4824,5295
7/24/11,1494,10633,1166,1996,1791,810,1558,1489,2413,2386,1274,3576,3036,1040,6243,2027,7012,609,601,12564,3737,1002,1883,158,306,403,1141,918,5207,5436
7/25/11,2199,12560,1594,2545,2673,1141,1237,1954,3345,3532,1454,5052,3316,1551,7061,3322,7306,936,879,13869,4846,1595,2529,326,529,522,1714,1292,6608,6267
7/26/11,2385,12568,1516,2726,2906,1184,1368,2288,3627,3680,1486,5515,3617,1593,6982,3622,7385,1152,976,13847,4718,1743,2776,365,563,493,1733,1357,7236,6207
7/27/11,2478,11967,1352,2939,2824,1343,1203,2261,3629,3439,1512,5221,3539,1700,7603,3441,7205,1103,891,11379,5683,1560,2560,383,674,489,1772,1450,7343,6091
7/28/11,2357,11508,1512,2692,2824,1272,1352,2532,3607,3666,1910,5163,3545,1660,7638,3360,6673,1026,794,14357,5103,1509,2606,347,628,456,1727,1541,7312,6238
7/29/11,2061,15795,1213,2318,2554,1290,1028,3794,3121,3343,1526,4637,2980,1461,6521,3160,6467,895,1211,14329,4637,1457,2178,279,478,414,1664,1268,5973,5742
7/30/11,1511,15391,843,2116,1811,860,759,2622,2373,2476,1194,3773,2368,1115,5688,2036,5343,599,643,13232,3859,1013,1700,181,310,301,1130,894,5203,5577
7/31/11,1471,13262,970,2124,1671,873,885,2083,2210,2687,1210,3894,2535,1114,5923,2038,5838,594,582,12677,4203,1023,1898,148,294,263,1136,846,5242,5581
8/1/11,2274,14197,1181,2501,2320,1169,1115,2669,3112,3692,1545,4734,2936,1606,6867,3325,6259,948,942,13764,4647,1435,2413,284,617,536,1609,1243,6388,5678
8/2/11,2311,13640,1707,2713,2631,1207,1207,2347,3441,3666,2253,5213,3286,1671,7964,3340,6720,1072,912,14017,5133,1755,2523,472,610,497,1879,1329,6500,5804
8/3/11,2403,15137,1325,2534,2822,1318,1266,2106,3358,3705,1425,5073,3481,1604,7239,3402,6546,1023,905,14020,4948,1717,2390,297,555,522,1843,1417,6659,5646
8/4/11,2341,12478,1315,2661,2944,1331,1223,2313,3386,3795,1388,5007,3251,1570,7417,3424,6471,1109,979,14460,5176,1776,2641,400,610,538,1854,1402,6453,5843
8/5/11,2065,11318,1207,2460,2752,1189,1154,2064,3226,3638,1256,5057,3149,1485,6667,3222,5949,1070,833,13549,4692,1511,2661,374,602,516,1729,1185,5736,5354
8/6/11,1427,9396,862,2034,3374,893,1195,1568,2338,2873,1011,3591,2965,1084,7140,2161,5399,726,581,12006,3748,1020,1807,194,365,322,1256,855,5007,4979
8/7/11,1760,9597,846,2625,3373,864,1169,1463,2380,2938,1234,3638,2653,1082,7517,2097,5982,735,614,12295,4300,987,2026,196,319,339,2243,910,5081,5416
8/8/11,2379,11682,1334,3197,4302,1254,1532,2133,3369,4879,1456,5010,3459,1713,7616,3570,6534,1303,1005,14707,4975,1624,2700,438,575,654,2986,1344,6034,5771
8/9/11,2505,14054,1421,9266,4371,1454,1451,3552,3585,4533,1257,6277,3494,1737,8371,3965,6884,1335,1099,14200,5103,1628,2793,461,748,669,2512,1394,6086,5846
8/10/11,2353,17833,1455,2720,4791,1446,1283,5029,3783,4366,1696,5962,3646,1598,7933,4145,6189,1206,1057,12067,4921,1695,2711,381,773,588,2228,1415,7242,5921
8/11/11,2406,20591,1297,2720,5015,1406,1234,5069,3369,4126,1169,5350,3611,1616,7101,3693,6300,1169,987,14108,4757,1655,2571,381,695,608,2245,1366,6263,5638
8/12/11,1955,23029,1223,2312,3311,1139,1133,2855,2871,3226,1077,6280,3432,1350,6444,2976,5533,1032,777,9633,4206,1578,2273,292,515,507,1938,1136,6312,5178
8/13/11,1433,14094,838,1861,1961,899,839,2068,2061,2479,976,3552,2652,1049,5494,2000,5310,700,573,5048,3705,953,1666,165,284,293,1514,888,4583,5002
8/14/11,1492,13515,947,1993,1529,916,854,1961,2277,2473,1110,3414,2602,1007,5883,1864,5313,729,564,5337,4062,961,1870,187,287,333,1403,866,4597,5770
8/15/11,1917,16242,1094,2276,2766,1114,1094,2317,2851,3064,1218,4231,3056,1324,6168,2681,5772,953,794,6498,4514,1389,2178,236,436,437,1899,1222,5507,5321
8/16/11,2215,16308,1308,2788,4484,1162,1108,2349,3246,3302,1443,4963,3532,1435,6308,2983,6268,981,789,7466,4780,1420,2304,312,617,621,2100,1407,6362,5158
8/17/11,1993,14024,1163,2350,3687,1022,1152,2106,2972,2928,1342,4964,3333,1508,6424,2693,6085,936,700,7107,4627,1363,2321,293,532,470,1880,1223,5749,4807
8/18/11,2062,11480,1272,2255,2863,1027,965,4064,2884,3341,1159,5621,3130,1204,5928,2804,5708,1004,775,7856,4654,1328,2103,282,508,425,1850,1115,5025,4524
8/19/11,2202,13079,1214,2433,3024,1057,1056,2092,2916,3369,1196,7097,3346,1357,6292,3037,6545,997,790,13653,4509,1436,2234,318,545,502,2207,1192,5292,4973
8/20/11,1520,11629,926,2154,2356,937,783,1684,2218,2495,936,4740,2855,967,6107,2019,6050,765,551,12588,4016,1081,1791,180,482,314,1647,995,5115,4939
8/21/11,1443,10941,873,2138,2149,798,874,1543,2389,2625,1022,4396,2828,1060,5972,1948,6296,660,489,12312,4171,1022,1956,186,309,310,1464,853,4869,5331
8/22/11,2119,12170,1205,2475,2598,1119,1150,1801,2933,3102,1099,5725,3486,1414,6309,2740,6950,972,762,9860,4634,1338,2361,258,447,464,1617,1190,5533,5129
8/23/11,2247,12477,1233,2471,2472,1037,1153,1890,2986,3784,1260,5595,3474,1326,6587,3155,7020,958,768,13149,5031,1278,2327,269,528,449,1878,1279,5950,5201
8/24/11,2052,15190,1149,2321,2525,1117,1107,1939,3301,3396,1184,5476,3434,1530,6564,3181,6643,958,792,13296,5062,1298,2449,299,522,417,1780,1193,5809,5141
8/25/11,2057,107727,1226,2364,2596,1317,1140,4807,3419,3669,1236,7144,4381,1522,6876,3172,6721,930,848,21211,6576,1362,2519,296,496,434,1727,1224,6349,10048
8/26/11,1916,51445,1177,2402,2276,997,1148,2762,3101,3181,1213,5555,3799,1267,6203,2753,6380,885,645,16471,5581,1192,2411,360,461,370,1533,1065,5645,7619
8/27/11,1413,31554,853,2230,1676,830,774,1845,2312,2547,1045,4306,2971,980,5476,1842,5832,675,498,14085,4768,992,1926,164,297,309,1042,807,4984,6570
8/28/11,1454,22524,924,2009,1522,811,843,1794,2258,2522,959,4182,2741,985,5843,1756,5750,613,463,12967,4644,912,1906,154,296,296,1054,827,4821,6065
8/29/11,1950,20268,1102,2356,2142,988,1087,1840,2684,2693,1186,4629,3126,1258,6310,2387,6118,1004,680,13213,5240,1242,2246,289,445,353,1336,997,5539,5734
8/30/11,1938,19076,1266,2324,2262,1146,1126,2490,2951,2693,1174,4652,3119,1275,6348,2549,6056,825,744,12999,5178,1379,2317,284,464,432,1453,1069,5575,5169
8/31/11,1883,16036,1188,2400,2072,1142,1106,2955,2903,2729,1145,4867,3350,1294,7196,2458,6148,974,757,12595,5141,1258,2943,318,498,455,2233,1023,5772,5014
9/1/11,2072,15678,1160,2246,2261,1083,1152,2228,3085,2966,1096,5153,3232,1306,6614,2320,6840,950,703,13266,5361,1261,2367,286,484,384,2170,995,5864,5024
9/2/11,1882,14554,1268,2035,2033,1059,1058,1971,2865,3042,1177,4882,3181,1215,6313,2464,7017,864,713,13053,5040,1249,2148,250,485,404,1662,1012,5493,5571
9/3/11,1361,10938,860,1664,1412,856,738,1377,2032,2261,961,4030,2495,892,4969,1966,7676,601,400,11318,4347,800,1706,131,243,259,1049,784,5604,4634
9/4/11,1334,11518,861,1862,1484,823,791,1392,2128,2240,980,3663,2574,971,5538,1636,5700,539,400,11359,6827,1047,1787,147,207,272,1028,802,4767,4914
9/5/11,1842,12337,1023,1947,1934,969,903,1593,2497,2571,1063,4393,2808,1098,6432,2005,6085,773,572,11792,4907,1184,2180,159,269,353,1265,968,5363,4866
9/6/11,1897,14156,1131,2195,2284,1009,1207,1776,3053,2901,1342,5072,3292,1314,6636,2334,6848,907,738,12719,6078,1349,2368,288,435,474,1495,1058,5463,4616
9/7/11,2073,14420,1199,2597,2454,1049,1204,1795,3032,2984,1264,5497,3292,1376,6771,2587,6884,1187,747,13108,5671,1326,2472,306,517,456,1547,1048,5528,4966
9/8/11,2010,14601,1167,2476,2410,1047,1212,1833,2998,2941,1202,5368,3281,1350,7263,2419,7193,1328,862,13190,11843,1278,2546,274,525,459,1396,1163,5819,4733
9/9/11,1995,14453,1119,2373,2236,951,1153,1829,3214,2699,1390,4973,3539,1301,6837,2566,7989,1146,764,14073,6473,1205,2455,315,499,435,1503,1028,6025,4876
9/10/11,1546,11019,855,2119,1643,743,777,1368,2204,2306,1041,3914,2854,937,5336,2041,5911,738,440,11864,5173,944,1850,147,281,307,1188,913,4730,4790
9/11/11,1549,10255,873,2333,1567,859,780,1383,2122,2390,929,3943,2413,933,5826,1947,6809,730,446,11150,4832,851,1788,175,259,239,1203,789,4670,4561
9/12/11,1858,13636,1168,2428,2418,1090,1177,2079,3046,3028,1060,4979,3245,1449,6792,2756,7400,1091,721,12674,5819,1374,2530,250,498,405,1654,1028,5805,5001
9/13/11,2027,14214,1236,2350,2467,1056,1208,6475,3377,2964,1342,5296,3565,1380,7183,2707,8106,1105,999,13149,6121,1296,2726,257,562,487,1503,1080,5961,4909
9/14/11,1829,13448,1262,2395,2474,1103,1144,1851,3065,3069,2345,5225,3910,1391,7630,2400,7635,1031,968,16239,5987,1298,2633,248,540,491,1418,1014,5815,4740
9/15/11,2057,14075,1132,2519,2983,1200,1334,2035,3288,3481,1684,5840,3933,1441,7944,2801,8261,1137,889,14436,6383,1435,2910,296,532,523,1503,1110,6363,5397
9/16/11,1902,14003,1056,2241,2445,980,1237,1821,3057,3289,1713,4977,3474,1288,7577,5914,7634,978,950,14222,5688,1222,2406,247,623,769,1340,1111,6392,5254
9/17/11,1471,10557,881,2056,1886,839,802,1477,2365,2562,1084,3859,2894,903,5856,2034,6548,733,700,12316,4525,1012,1923,173,386,701,1076,876,5302,5059
9/18/11,1391,10877,843,1904,1491,843,4511,1306,2549,2490,1054,4510,2637,1021,6240,1822,6514,755,616,11269,4577,893,1986,149,319,474,1037,755,5144,5205
9/19/11,2025,13944,1106,2347,2527,1154,4222,1945,3408,2901,1552,6084,3425,1705,7468,2638,8052,1088,920,13466,5939,1457,2850,235,477,1088,1413,1097,6313,5624
9/20/11,2117,14838,1144,2235,2577,1190,1247,2060,3416,3092,1313,5862,3553,1575,7793,2650,8188,1122,941,13951,6073,1392,2937,333,545,776,1442,1262,6689,5071
9/21/11,2078,15330,1170,2428,2584,1234,1429,1988,3381,3200,1248,6009,3462,1550,7661,2555,7822,1039,890,14595,6335,1383,3008,281,545,851,1379,1111,7220,5124
9/22/11,2023,15625,1236,2470,2491,1176,1216,2068,3206,3442,1108,6381,3453,1597,8369,2699,7981,1099,864,14278,5811,1309,3032,314,527,2190,1438,1107,7738,5002
9/23/11,1958,13708,1188,2456,2860,1209,1236,1896,3102,3285,1231,5776,3252,1372,7284,2626,7711,1009,839,14261,5588,1304,2714,261,552,1068,1518,1084,6376,5298
9/24/11,1571,10566,884,2047,1979,887,844,1416,2412,2365,1059,4496,3246,1029,6201,1897,6128,887,558,12176,4108,949,2066,245,274,447,964,753,4998,6377
9/25/11,1454,10584,834,2745,1629,870,819,1519,2477,2586,1300,4371,2640,1156,6306,1894,6751,726,508,11602,4822,954,2233,252,244,410,1020,823,5214,5246
9/26/11,2131,13468,1130,5680,2390,1343,1233,1754,3501,5595,1147,5238,3242,1590,7861,2713,7993,1042,796,13231,5876,1221,2818,322,457,742,1389,1000,5931,5748
9/27/11,2116,14998,1245,4167,2400,1228,1248,2041,3480,36936,1179,5723,3660,1547,8108,2698,7870,1191,846,14550,5851,1323,2791,348,536,647,1486,1081,6200,4958
9/28/11,2027,14725,1214,4159,2508,1159,1312,2017,3681,32370,1257,5372,3440,1484,7651,2677,7684,1067,767,13344,6331,1269,2857,334,576,607,1506,1057,6202,4961
9/29/11,2116,15454,1229,3102,2464,1222,1308,2043,3378,18156,1250,6011,3592,1478,8381,2892,8571,1102,915,14567,6487,1396,2927,359,578,696,1423,1104,7372,5233
9/30/11,2227,14420,1251,4575,2489,1211,1430,2062,3533,10203,1299,6948,4173,1577,8151,3130,8852,1066,880,15625,6387,1360,2823,306,498,735,1468,1287,6976,5542
10/1/11,1655,11127,913,3218,1717,868,942,1514,2748,6504,1249,5498,3058,1107,10546,2225,7019,821,591,13304,4564,1102,2216,217,303,420,1167,956,5767,5361
10/2/11,1706,12377,936,2704,1798,983,1053,1645,2851,7397,1236,5067,3097,1362,7620,2834,8181,796,620,13466,5345,1060,2408,184,315,388,1171,991,6040,5995
10/3/11,2290,17439,1261,3257,2695,1399,1486,2393,3724,7739,1529,6683,3939,1707,9906,3505,10018,1284,992,16328,7380,1587,3212,362,608,598,1807,1327,7552,6691
10/4/11,2509,34389,1423,3181,2747,1347,1503,2456,4486,7136,1585,7113,3834,1804,9700,3744,9492,1287,947,17468,7334,1640,3428,365,714,713,1959,1276,7758,6706
